"","Beebase","FBO_Module","FBO_DEG_Type","active_bias","sterile_bias","Entrez","D_melanogaster_Protein_ID","D_melanogaster_Gene_ID","accession","Gene_name"
"2847","GB42980","FBO  4",NA,NA,NA,NA,"#N/A","#N/A","XM_006565144.1"," PREDICTED: Apis mellifera uncharacterized LOC100578460 (LOC100578460), mRNA"
"2848","GB42981","FBO  5",NA,NA,NA,"725832","FBpp0074817","FBgn0040323","XM_001121634.3"," PREDICTED: Apis mellifera beta-1,3-glucan recognition protein 2 (B-gluc2), mRNA"
"2849","GB42983","FBO  1",NA,NA,NA,"100578168","FBpp0075394","FBgn0036485","XM_006565142.1"," PREDICTED: Apis mellifera glycoprotein 3-alpha-L-fucosyltransferase A-like (LOC100578168), transcript variant X3, mRNA"
"2850","GB42984","FBO  1",NA,NA,NA,"408804","#N/A","#N/A","XM_006565145.1"," PREDICTED: Apis mellifera core alpha1,3-fucosyltransferase A (Fucta), mRNA"
"2851","GB42985","FBO  3",NA,"paternal",NA,"725646","#N/A","#N/A","XM_001120250.3"," PREDICTED: Apis mellifera n-acetylneuraminate lyase-like (LOC725646), mRNA"
"2852","GB42986","FBO  12",NA,NA,NA,NA,"FBpp0074649","FBgn0036909","XM_001121747.3"," PREDICTED: Apis mellifera coiled-coil domain-containing protein 58-like (LOC725961), mRNA"
"2853","GB42987","FBO  4",NA,NA,NA,"411024","FBpp0075302","FBgn0036500","XM_006565135.1"," PREDICTED: Apis mellifera DDB1- and CUL4-associated factor 13-like (LOC411024), mRNA"
"2854","GB42988","FBO  10",NA,NA,NA,NA,"#N/A","#N/A","XM_006565135.1"," PREDICTED: Apis mellifera DDB1- and CUL4-associated factor 13-like (LOC411024), mRNA"
"2855","GB42989","FBO  2",NA,NA,NA,NA,NA,NA,NA,NA
"2856","GB42990","FBO  1",NA,NA,NA,NA,"#N/A","#N/A","XM_006565137.1"," PREDICTED: Apis mellifera uncharacterized LOC408803 (LOC408803), transcript variant X2, mRNA"
"2857","GB42991","FBO  8",NA,NA,NA,NA,NA,NA,NA,NA
"2858","GB42992","FBO  13",NA,NA,NA,NA,"#N/A","#N/A","XM_006565137.1"," PREDICTED: Apis mellifera uncharacterized LOC408803 (LOC408803), transcript variant X2, mRNA"
"2859","GB42993","FBO  4",NA,NA,NA,NA,"#N/A","#N/A","XM_006565138.1"," PREDICTED: Apis mellifera uncharacterized LOC408803 (LOC408803), transcript variant X3, mRNA"
"2860","GB42994","FBO  11",NA,NA,NA,"408803","FBpp0099403","FBgn0053993","XM_392334.5"," PREDICTED: Apis mellifera uncharacterized LOC408803 (LOC408803), transcript variant X4, mRNA"
"2861","GB42995","FBO  12",NA,NA,NA,"551126","#N/A","#N/A","XM_006565139.1"," PREDICTED: Apis mellifera uncharacterized LOC551126 (LOC551126), mRNA"
"2862","GB42996","FBO  1",NA,NA,NA,NA,"#N/A","#N/A","XM_006565140.1"," PREDICTED: Apis mellifera uncharacterized LOC102654294 (LOC102654294), transcript variant X1, mRNA"
"2863","GB42997","FBO  2",NA,NA,NA,"100578201","#N/A","#N/A","XM_003250542.2"," PREDICTED: Apis mellifera uncharacterized LOC100578201 (LOC100578201), mRNA"
"2864","GB42998","FBO  12",NA,NA,NA,"409129","FBpp0082513","FBgn0038307","XM_392654.5"," PREDICTED: Apis mellifera 28S ribosomal protein S10, mitochondrial-like (LOC409129), mRNA"
"2865","GB42999","FBO  9","Reproductive",NA,NA,"552635","FBpp0071283","FBgn0030092","XM_625009.4"," PREDICTED: Apis mellifera frataxin homolog (fh), mRNA"
"2866","GB43000","FBO  5",NA,NA,NA,"409596","FBpp0074760","FBgn0036859","XR_410148.1"," PREDICTED: Apis mellifera uncharacterized LOC409596 (LOC409596), misc_RNA"
"2867","GB43001","FBO  2","Reproductive",NA,NA,NA,"FBpp0074246","FBgn0030871","XM_003251911.2"," PREDICTED: Apis mellifera replication factor C subunit 4-like (LOC100577095), partial mRNA"
"2868","GB43002","FBO  1",NA,NA,NA,NA,"#N/A","#N/A","XM_006572659.1"," PREDICTED: Apis mellifera glyoxylate/hydroxypyruvate reductase HPR3-like (LOC102655887), mRNA"
"2869","GB43003","FBO  19",NA,NA,NA,NA,NA,NA,NA,NA
"2870","GB43004","FBO  8",NA,NA,NA,"410732","FBpp0072366","FBgn0020386","XM_006567943.1"," PREDICTED: Apis mellifera 3-phosphoinositide-dependent protein kinase 1-like (LOC410732), transcript variant X1, mRNA"
"2871","GB43005","FBO  3","Sterile",NA,"maternal","410733","#N/A","#N/A","XM_003251101.2"," PREDICTED: Apis mellifera GMC oxidoreductase 14 (GMCOX14), transcript variant 2, mRNA"
"2872","GB43006","FBO  3",NA,NA,NA,"408603","#N/A","#N/A","XM_392145.5"," PREDICTED: Apis mellifera GMC oxidoreductase 13 (GMCOX13), mRNA"
"2873","GB43007","FBO  3",NA,NA,NA,"410734","#N/A","#N/A","XM_394210.5"," PREDICTED: Apis mellifera GMC oxidoreductase 12 (GMCOX12), mRNA"
"2874","GB43008","FBO  3",NA,NA,NA,NA,"#N/A","#N/A","XM_006567945.1"," PREDICTED: Apis mellifera glucose dehydrogenase [FAD, quinone]-like (LOC102653881), mRNA"
"2875","GB43009","FBO  6",NA,NA,NA,NA,NA,NA,NA,NA
"2876","GB43010","FBO  1",NA,NA,NA,NA,NA,NA,NA,NA
"2877","GB43011","FBO  8",NA,NA,NA,NA,"#N/A","#N/A","XM_006567933.1"," PREDICTED: Apis mellifera uncharacterized LOC102656489 (LOC102656489), mRNA"
"2878","GB43012","FBO  1",NA,NA,NA,NA,"#N/A","#N/A","XR_411037.1"," PREDICTED: Apis mellifera uncharacterized LOC102656521 (LOC102656521), ncRNA"
"2879","GB43013","FBO  2","Reproductive",NA,NA,NA,"#N/A","#N/A","XR_411036.1"," PREDICTED: Apis mellifera uncharacterized LOC100577183 (LOC100577183), ncRNA"
"2880","GB43014","FBO  3",NA,NA,NA,NA,NA,NA,NA,NA
"2881","GB43015","FBO  8",NA,NA,NA,"408602","FBpp0297428","FBgn0052296","XM_006567936.1"," PREDICTED: Apis mellifera uncharacterized LOC408602 (LOC408602), transcript variant X3, mRNA"
"2882","GB43016","FBO  3",NA,NA,NA,"408601","FBpp0083172","FBgn0038704","XM_006567941.1"," PREDICTED: Apis mellifera aprataxin-like protein (LOC408601), mRNA"
"2883","GB43017","FBO  1",NA,NA,NA,NA,"#N/A","#N/A","XR_411045.1"," PREDICTED: Apis mellifera uncharacterized LOC102653736 (LOC102653736), transcript variant X2, ncRNA"
"2884","GB43018","FBO  8",NA,NA,NA,NA,"#N/A","#N/A","XR_411043.1"," PREDICTED: Apis mellifera uncharacterized LOC102653666 (LOC102653666), transcript variant X3, misc_RNA"
"2885","GB43019","FBO  7","Sterile",NA,NA,NA,NA,NA,NA,NA
"2886","GB43020","FBO  1",NA,NA,NA,NA,"#N/A","#N/A","XR_411047.1"," PREDICTED: Apis mellifera uncharacterized LOC102653841 (LOC102653841), transcript variant X2, ncRNA"
"2887","GB43021","FBO  1",NA,NA,NA,NA,"#N/A","#N/A","XM_006572414.1"," PREDICTED: Apis mellifera uncharacterized LOC102654784 (LOC102654784), mRNA"
"2888","GB43022","FBO  2",NA,NA,NA,NA,"#N/A","#N/A","XM_006572391.1"," PREDICTED: Apis mellifera zinc finger protein 250-like (LOC102655703), mRNA"
"2889","GB43023","FBO  1",NA,NA,NA,NA,NA,NA,NA,NA
"2890","GB43024","FBO  1","Sterile",NA,NA,"724673","FBpp0078616","FBgn0041621","XM_001120564.1"," PREDICTED: Apis mellifera odorant receptor 167PAR (Or167PAR), mRNA"
"2891","GB43025","FBO  1",NA,NA,NA,NA,"#N/A","#N/A","XM_006571878.1"," PREDICTED: Apis mellifera uncharacterized LOC102655182 (LOC102655182), mRNA"
"2892","GB43026","FBO  1",NA,NA,NA,NA,"#N/A","#N/A","XM_006571880.1"," PREDICTED: Apis mellifera uncharacterized LOC102655285 (LOC102655285), mRNA"
"2893","GB43027","FBO  21",NA,NA,NA,NA,NA,NA,NA,NA
"2894","GB43028","FBO  3",NA,NA,NA,NA,"#N/A","#N/A","XM_001121305.3"," PREDICTED: Apis mellifera vesicular glutamate transporter 2.1-like (LOC725462), transcript variant X1, mRNA"
"2895","GB43029","FBO  3","Sterile",NA,NA,NA,"#N/A","#N/A","XM_001120262.3"," PREDICTED: Apis mellifera actin, indirect flight muscle-like (LOC725851), mRNA"
"2896","GB43030","FBO  1",NA,NA,NA,NA,NA,NA,NA,NA
"2897","GB43031","FBO  7",NA,NA,NA,NA,NA,NA,NA,NA
"2898","GB43032","FBO  5",NA,NA,NA,NA,NA,NA,NA,NA
"2899","GB43033","FBO  1","Sterile",NA,NA,NA,"#N/A","#N/A","XM_006572319.1"," PREDICTED: Apis mellifera uncharacterized LOC100578349 (LOC100578349), transcript variant X2, mRNA"
"2900","GB43034","FBO  1",NA,NA,NA,"100578349","FBpp0072182","FBgn0050419","XM_006572319.1"," PREDICTED: Apis mellifera uncharacterized LOC100578349 (LOC100578349), transcript variant X2, mRNA"
"2901","GB43035","FBO  16",NA,NA,NA,"724227","#N/A","#N/A","XM_001119995.3"," PREDICTED: Apis mellifera synaptic vesicle glycoprotein 2B-like (LOC724227), transcript variant X1, mRNA"
"2902","GB43036","FBO  6",NA,NA,NA,NA,"#N/A","#N/A","XM_003251883.2"," PREDICTED: Apis mellifera uncharacterized LOC100578282 (LOC100578282), mRNA"
"2903","GB43037","FBO  4",NA,NA,NA,NA,"#N/A","#N/A","XM_006572702.1"," PREDICTED: Apis mellifera uncharacterized LOC102655911 (LOC102655911), mRNA"
"2904","GB43038","FBO  8",NA,NA,NA,NA,"#N/A","#N/A","XM_001123341.2"," PREDICTED: Apis mellifera lipid A export ATP-binding/permease protein MsbA-like (LOC727635), partial mRNA"
"2905","GB43039","FBO  2",NA,NA,NA,"727159","FBpp0080529","FBgn0020503","XM_001122870.3"," PREDICTED: Apis mellifera restin homolog (LOC727159), transcript variant X1, mRNA"
"2906","GB43040","FBO  3",NA,NA,NA,NA,"#N/A","#N/A","XM_006572599.1"," PREDICTED: Apis mellifera probable cytidylate kinase-like (LOC102654997), partial mRNA"
"2907","GB43041","FBO  3",NA,NA,NA,NA,NA,NA,NA,NA
"2908","GB43042","FBO  2","Reproductive",NA,NA,NA,"#N/A","#N/A","XM_624057.4"," PREDICTED: Apis mellifera regulatory associated protein of MTOR, complex 1 (RPTOR), mRNA"
"2909","GB43043","FBO  7",NA,NA,NA,NA,NA,NA,NA,NA
"2910","GB43044","FBO  2",NA,NA,NA,NA,NA,NA,NA,NA
"2911","GB43045","FBO  9",NA,NA,NA,NA,NA,NA,NA,NA
"2912","GB43046","FBO  2",NA,NA,NA,NA,"#N/A","#N/A","XM_003251081.2"," PREDICTED: Apis mellifera uncharacterized LOC100577237 (LOC100577237), transcript variant X1, mRNA"
"2913","GB43047","FBO  2",NA,NA,NA,NA,NA,NA,NA,NA
"2914","GB43048","FBO  7","Sterile",NA,NA,NA,NA,NA,NA,NA
"2915","GB43049","FBO  4",NA,NA,NA,NA,"#N/A","#N/A","XM_006564096.1"," PREDICTED: Apis mellifera uncharacterized LOC100577936 (LOC100577936), transcript variant X4, mRNA"
"2916","GB43050","FBO  3",NA,NA,NA,NA,NA,NA,NA,NA
"2917","GB43051","FBO  1",NA,NA,NA,NA,NA,NA,NA,NA
"2918","GB43052","FBO  6","Sterile",NA,NA,"409787","FBpp0076321","FBgn0003149","XM_393281.5"," PREDICTED: Apis mellifera paramyosin, long form-like (LOC409787), mRNA"
"2919","GB43053","FBO  6","Sterile",NA,NA,NA,"#N/A","#N/A","XM_393281.5"," PREDICTED: Apis mellifera paramyosin, long form-like (LOC409787), mRNA"
"2920","GB43054","FBO  6","Sterile","paternal",NA,"409786","FBpp0291297","FBgn0261259","XM_006560727.1"," PREDICTED: Apis mellifera jazigo (LOC409786), transcript variant X1, mRNA"
"2921","GB43055","FBO  5",NA,NA,NA,NA,NA,NA,NA,NA
"2922","GB43056","FBO  3",NA,NA,NA,NA,"#N/A","#N/A","XM_001123234.3"," PREDICTED: Apis mellifera catalase-like (LOC727526), partial mRNA"
"2923","GB43057","FBO  6",NA,NA,NA,NA,"#N/A","#N/A","XM_003251962.2"," PREDICTED: Apis mellifera uncharacterized LOC100578333 (LOC100578333), partial mRNA"
"2924","GB43058","FBO  1",NA,NA,NA,NA,NA,NA,NA,NA
"2925","GB43059","FBO  8",NA,NA,NA,NA,NA,NA,NA,NA
"2926","GB43060","FBO  4","Reproductive",NA,NA,NA,"#N/A","#N/A","XM_006564501.1"," PREDICTED: Apis mellifera Ets at 97D ortholog (Ets97D-like), transcript variant X2, mRNA"
"2927","GB43061","FBO  9",NA,NA,NA,NA,"#N/A","#N/A","XM_396967.4"," PREDICTED: Apis mellifera exocyst complex component 1 (sec3), mRNA"
"2928","GB43062","FBO  1","Sterile",NA,NA,NA,"#N/A","#N/A","XM_006572566.1"," PREDICTED: Apis mellifera SWI5-dependent HO expression protein 3-like (LOC102655424), mRNA"
"2929","GB43063","FBO  10",NA,NA,NA,NA,"FBpp0083396","FBgn0038830","XM_625042.3"," PREDICTED: Apis mellifera calmodulin-like protein 4-like (LOC552666), transcript variant X2, mRNA"
"2930","GB43064","FBO  1",NA,NA,NA,NA,"#N/A","#N/A","XM_625037.4"," PREDICTED: Apis mellifera nicotinic acetylcholine receptor alpha5 subunit-like (LOC552661), mRNA"
"2931","GB43065","FBO  1",NA,NA,NA,NA,NA,NA,NA,NA
"2932","GB43066","FBO  21",NA,NA,NA,NA,NA,NA,NA,NA
"2933","GB43067","FBO  4",NA,NA,NA,NA,"#N/A","#N/A","XM_006572684.1"," PREDICTED: Apis mellifera catechol O-methyltransferase domain-containing protein 1-like (LOC102654670), partial mRNA"
"2934","GB43068","FBO  3",NA,NA,NA,NA,NA,NA,NA,NA
"2935","GB43069","FBO  1",NA,NA,NA,NA,"#N/A","#N/A","XM_003251912.2"," PREDICTED: Apis mellifera putative methylthiotransferase RP416-like (LOC100577170), partial mRNA"
"2936","GB43070","FBO  6",NA,NA,NA,NA,"#N/A","#N/A","XM_006567464.1"," PREDICTED: Apis mellifera dipeptidase 1-like (LOC409231), transcript variant X3, mRNA"
"2937","GB43071","FBO  1",NA,NA,NA,NA,NA,NA,NA,NA
"2938","GB43072","FBO  2","Reproductive",NA,NA,NA,"#N/A","#N/A","XM_003252012.2"," PREDICTED: Apis mellifera uncharacterized LOC100578064 (LOC100578064), transcript variant X1, mRNA"
"2939","GB43073","FBO  5",NA,NA,NA,NA,"#N/A","#N/A","XM_006570526.1"," PREDICTED: Apis mellifera A disintegrin and metalloproteinase with thrombospondin motifs 16-like (LOC412887), transcript variant X4, mRNA"
"2940","GB43074","FBO  11",NA,NA,NA,"551500","FBpp0083348","FBgn0015279","XM_623894.3"," PREDICTED: Apis mellifera phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta isoform-like (LOC551500), transcript variant X2, mRNA"
"2941","GB43075","FBO  3",NA,NA,NA,NA,"FBpp0070468","FBgn0003996","XM_001122252.3"," PREDICTED: Apis mellifera protein white-like (LOC726523), mRNA"
"2942","GB43076","FBO  7",NA,NA,NA,"726508","FBpp0075149","FBgn0003515","XM_001122240.3"," PREDICTED: Apis mellifera scarlet (st), transcript variant X1, mRNA"
"2943","GB43077","FBO  11",NA,NA,NA,"408333","FBpp0077012","FBgn0031118","XR_411828.1"," PREDICTED: Apis mellifera uncharacterized LOC408333 (LOC408333), transcript variant X10, misc_RNA"
"2944","GB43078","FBO  4",NA,NA,NA,NA,"#N/A","#N/A","XM_006570494.1"," PREDICTED: Apis mellifera mutS protein homolog 4-like (LOC726455), mRNA"
"2945","GB43079","FBO  6",NA,NA,NA,"726455","#N/A","#N/A","XM_006570494.1"," PREDICTED: Apis mellifera mutS protein homolog 4-like (LOC726455), mRNA"
"2946","GB43080","FBO  11",NA,NA,NA,"408332","FBpp0111583","FBgn0085435","XM_006570493.1"," PREDICTED: Apis mellifera zinc finger protein 236-like (LOC408332), mRNA"
"2947","GB43081","FBO  3",NA,NA,NA,"100576660","#N/A","#N/A","XM_003251498.2"," PREDICTED: Apis mellifera FAD synthase-like (LOC100576660), transcript variant X1, mRNA"
"2948","GB43083","FBO  3",NA,NA,NA,NA,NA,NA,NA,NA
"2949","GB43084","FBO  14",NA,"paternal","paternal","551624","FBpp0072705","FBgn0035238","XM_624015.4"," PREDICTED: Apis mellifera uncharacterized LOC551624 (LOC551624), transcript variant X3, mRNA"
"2950","GB43085","FBO  7",NA,NA,NA,NA,"#N/A","#N/A","XM_006570455.1"," PREDICTED: Apis mellifera cytochrome c1, heme protein, mitochondrial-like (LOC102653884), transcript variant X2, mRNA"
"2951","GB43086","FBO  10",NA,NA,NA,"726486","#N/A","#N/A","XM_001120846.3"," PREDICTED: Apis mellifera uncharacterized LOC726486 (LOC726486), mRNA"
"2952","GB43087","FBO  11",NA,NA,NA,"410282","FBpp0076397","FBgn0035880","XM_393763.5"," PREDICTED: Apis mellifera uncharacterized LOC410282 (LOC410282), transcript variant X3, mRNA"
"2953","GB43088","FBO  6",NA,NA,NA,"408328","FBpp0086790","FBgn0024556","XM_391880.5"," PREDICTED: Apis mellifera elongation factor Tu, mitochondrial-like (LOC408328), transcript variant 1, mRNA"
"2954","GB43089","FBO  7",NA,NA,NA,"410279","FBpp0292260","FBgn0013343","XM_006570272.1"," PREDICTED: Apis mellifera syntaxin 1A (Syx1A), transcript variant X1, mRNA"
"2955","GB43090","FBO  11",NA,NA,NA,NA,"#N/A","#N/A","XR_411798.1"," PREDICTED: Apis mellifera syntaxin 1A (Syx1A), transcript variant X6, misc_RNA"
"2956","GB43091","FBO  16",NA,NA,NA,NA,"#N/A","#N/A","XM_006570276.1"," PREDICTED: Apis mellifera orcokinin peptides (LOC726294), transcript variant X1, mRNA"
"2957","GB43092","FBO  6",NA,NA,NA,"408325","FBpp0086483","FBgn0013762","NM_001168425.1"," Apis mellifera cyclin-dependent kinase 5 (Cdk5), mRNA"
"2958","GB43093","FBO  14",NA,NA,NA,NA,"FBpp0301551","FBgn0036829","XR_411836.1"," PREDICTED: Apis mellifera uncharacterized LOC726019 (LOC726019), misc_RNA"
"2959","GB43094","FBO  16",NA,NA,NA,"726019","FBpp0289682","FBgn0034622","XR_411836.1"," PREDICTED: Apis mellifera uncharacterized LOC726019 (LOC726019), misc_RNA"
"2960","GB43095","FBO  6",NA,NA,NA,"410271","FBpp0071536","FBgn0000395","XM_006570433.1"," PREDICTED: Apis mellifera crossveinless 2 (cv-2), transcript variant X2, mRNA"
"2961","GB43096","FBO  7",NA,NA,NA,NA,"#N/A","#N/A","NM_001134948.1"," Apis mellifera protein kinase C (Pkc), mRNA"
"2962","GB43097","FBO  19",NA,NA,NA,NA,"FBpp0077729","FBgn0031268","XM_006570429.1"," PREDICTED: Apis mellifera low affinity cationic amino acid transporter 2-like (LOC410272), transcript variant X4, mRNA"
"2963","GB43098","FBO  16",NA,NA,NA,"410272","FBpp0271785","FBgn0036764","XM_006570426.1"," PREDICTED: Apis mellifera low affinity cationic amino acid transporter 2-like (LOC410272), transcript variant X1, mRNA"
"2964","GB43099","FBO  7","Sterile",NA,NA,"410274","#N/A","#N/A","XM_006570424.1"," PREDICTED: Apis mellifera transcription elongation factor SPT6-like (LOC410274), mRNA"
"2965","GB43100","FBO  5",NA,NA,NA,"724201","#N/A","#N/A","XM_001119971.3"," PREDICTED: Apis mellifera uncharacterized LOC724201 (LOC724201), transcript variant X1, mRNA"
"2966","GB43101","FBO  16",NA,NA,NA,"724155","FBpp0289248","FBgn0259718","XM_006572702.1"," PREDICTED: Apis mellifera uncharacterized LOC102655911 (LOC102655911), mRNA"
"2967","GB43102","FBO  2",NA,NA,NA,NA,"FBpp0086284","FBgn0050100","XM_003251492.2"," PREDICTED: Apis mellifera peptide chain release factor 2-like (LOC724155), mRNA"
"2968","GB43103","FBO  12",NA,NA,NA,"409976","FBpp0290661","FBgn0061492","XM_393466.5"," PREDICTED: Apis mellifera logjam (loj), mRNA"
"2969","GB43104","FBO  18",NA,NA,NA,"100577449","#N/A","#N/A","XM_006570491.1"," PREDICTED: Apis mellifera PMS1 protein homolog 1-like (LOC100577449), mRNA"
"2970","GB43105","FBO  4","Reproductive",NA,NA,"409767","FBpp0070041","FBgn0000258","XM_006570410.1"," PREDICTED: Apis mellifera casein kinase II alpha subunit (CkIIalpha), transcript variant X3, mRNA"
"2971","GB43106","FBO  12",NA,NA,NA,"409766","FBpp0073354","FBgn0030305","XM_393259.5"," PREDICTED: Apis mellifera ubiquitin-like modifier-activating enzyme 5-like (LOC409766), transcript variant X2, mRNA"
"2972","GB43107","FBO  16",NA,NA,NA,NA,"#N/A","#N/A","XM_006570404.1"," PREDICTED: Apis mellifera uncharacterized LOC100578388 (LOC100578388), transcript variant X3, mRNA"
"2973","GB43108","FBO  16",NA,NA,NA,NA,"#N/A","#N/A","XM_006570403.1"," PREDICTED: Apis mellifera uncharacterized LOC100578388 (LOC100578388), transcript variant X2, mRNA"
"2974","GB43110","FBO  7","Sterile",NA,NA,"100577364","FBpp0110258","FBgn0051536","XM_006570401.1"," PREDICTED: Apis mellifera uncharacterized LOC100577364 (LOC100577364), mRNA"
"2975","GB43111","FBO  14",NA,NA,NA,NA,NA,NA,NA,NA
"2976","GB43112","FBO  16",NA,"paternal",NA,"552459","#N/A","#N/A","XM_006570393.1"," PREDICTED: Apis mellifera uncharacterized LOC552459 (LOC552459), transcript variant X2, mRNA"
"2977","GB43113","FBO  11",NA,"paternal","paternal","413091","FBpp0085356","FBgn0033062","XM_006570385.1"," PREDICTED: Apis mellifera serrate RNA effector molecule homolog (LOC413091), transcript variant X1, mRNA"
"2978","GB43114","FBO  6",NA,NA,NA,"409764","#N/A","#N/A","XM_006570388.1"," PREDICTED: Apis mellifera uncharacterized LOC409764 (LOC409764), transcript variant X1, mRNA"
"2979","GB43115","FBO  9",NA,NA,NA,"725352","FBpp0080488","FBgn0261068","XM_003251489.2"," PREDICTED: Apis mellifera U6 snRNA-associated Sm-like protein LSm7 (Lsm7), transcript variant X2, mRNA"
"2980","GB43116","FBO  3",NA,NA,NA,"409762","FBpp0112436","FBgn0020908","XM_623241.4"," PREDICTED: Apis mellifera sarcoplasmic calcium-binding protein 1 (Scp1), transcript variant X2, mRNA"
"2981","GB43117","FBO  12",NA,NA,NA,NA,"FBpp0073658","FBgn0030528","XM_006570487.1"," PREDICTED: Apis mellifera nucleoside diphosphate-linked moiety X motif 8, mitochondrial-like (LOC102655411), mRNA"
"2982","GB43118","FBO  13",NA,NA,NA,NA,"FBpp0084113","FBgn0027617","XM_001121334.3"," PREDICTED: Apis mellifera peptidyl-prolyl cis-trans isomerase-like 4-like (LOC725497), transcript variant X1, mRNA"
"2983","GB43119","FBO  7",NA,NA,NA,"413086","FBpp0082071","FBgn0038035","XM_006570360.1"," PREDICTED: Apis mellifera DNA ligase III (lig3), transcript variant X1, mRNA"
"2984","GB43120","FBO  1","Sterile",NA,NA,NA,"#N/A","#N/A","XM_006570367.1"," PREDICTED: Apis mellifera uncharacterized LOC100578004 (LOC100578004), transcript variant X1, mRNA"
"2985","GB43121","FBO  18",NA,NA,NA,"552254","FBpp0081343","FBgn0037578","XM_624630.4"," PREDICTED: Apis mellifera bifunctional polynucleotide phosphatase/kinase-like (LOC552254), transcript variant X5, mRNA"
"2986","GB43122","FBO  2",NA,NA,NA,"552231","FBpp0076112","FBgn0036018","XM_006570374.1"," PREDICTED: Apis mellifera probable RNA-binding protein 19-like (LOC552231), transcript variant X1, mRNA"
"2987","GB43123","FBO  7","Sterile",NA,NA,"409759","FBpp0298358","FBgn0263132","XR_411835.1"," PREDICTED: Apis mellifera uncharacterized LOC409759 (LOC409759), misc_RNA"
"2988","GB43124","FBO  9",NA,NA,NA,"100577520","FBpp0080025","FBgn0032488","XM_003251485.2"," PREDICTED: Apis mellifera uncharacterized protein C19orf47 homolog (LOC100577520), mRNA"
